time,setpoint,response,pwm,,Parameters
21862584,100.00,103.05,0.00,,,
21887416,100.00,103.05,0.00,,,
21907508,100.00,103.05,0.00,,,
21932488,100.00,103.05,0.00,,,
21947540,100.00,103.05,0.00,,,
21974300,100.00,103.05,0.00,,,
21992164,100.00,103.05,0.00,,,
22016408,100.00,103.05,0.00,,,
22036052,100.00,103.05,0.00,,,
22060736,100.00,103.05,0.00,,,
22077716,100.00,103.05,0.00,,,
22105364,100.00,103.05,0.00,,,
22123380,100.00,103.05,0.00,,,
22148364,100.00,103.05,0.00,,,
22166372,100.00,103.05,0.00,,,
22192096,100.00,103.05,0.00,,,
22211904,100.00,103.05,-1.52,,,
22240072,100.00,103.05,-1.52,,,
22259768,100.00,103.05,-1.52,,,
22282608,100.00,103.05,-1.52,,,
22302688,100.00,103.05,-1.52,,,
22329768,100.00,103.05,-1.52,,,
22343396,100.00,103.05,-1.52,,,
22372692,100.00,103.05,-1.52,,,
22391604,100.00,103.05,-1.52,,,
22424284,100.00,103.05,-1.52,,,
22447708,100.00,103.05,-1.52,,,
22485596,100.00,103.05,-1.52,,,
22507508,100.00,103.05,-1.52,,,
22533540,100.00,103.05,-1.52,,,
22548216,100.00,103.05,-1.52,,,
22579264,100.00,103.05,-1.52,,,
22595568,100.00,103.05,-1.52,,,
22617944,100.00,103.05,-1.52,,,
22636276,100.00,103.05,-1.52,,,
22662692,100.00,103.05,-1.52,,,
22679976,100.00,103.05,-1.52,,,
22710048,100.00,103.05,-1.52,,,
22725120,100.00,103.05,-1.52,,,
22751144,100.00,103.05,-1.52,,,
22768236,100.00,103.05,-1.52,,,
22794188,100.00,103.05,-1.52,,,
22811672,100.00,103.05,-1.52,,,
22839724,100.00,103.05,-1.52,,,
22858056,100.00,103.05,-1.52,,,
22885836,100.00,103.05,-1.52,,,
22903700,100.00,103.05,-1.52,,,
22933584,100.00,103.05,-1.52,,,
22950092,100.00,103.05,-1.52,,,
22976312,100.00,103.05,-1.52,,,
22991380,100.00,103.05,-1.52,,,
23014336,100.00,103.05,-1.52,,,
23033452,100.00,103.05,-1.52,,,
23057264,100.00,103.05,-1.52,,,
23074740,100.00,103.05,-1.52,,,
23099604,100.00,103.05,-1.52,,,
23119300,100.00,103.05,-1.52,,,
23143304,100.00,103.05,-1.52,,,
23158564,100.00,103.05,-1.52,,,
23184792,100.00,103.05,-1.52,,,
23199468,100.00,103.05,-1.52,,,
23223404,100.00,103.05,-1.52,,,
23241932,100.00,103.05,-1.52,,,
23267176,100.00,103.05,-1.52,,,
23282440,100.00,103.05,-1.52,,,
23310880,100.00,103.05,-1.52,,,
23327384,100.00,103.05,-1.52,,,
23350928,100.00,103.05,-1.52,,,
23371672,100.00,103.05,-1.52,,,
23395680,100.00,103.05,-1.52,,,
23412188,100.00,103.05,-1.52,,,
23442180,100.00,103.05,-1.52,,,
23459080,100.00,103.05,-1.52,,,
23482696,100.00,103.05,-1.52,,,
23501032,100.00,103.05,-1.52,,,
23527644,100.00,103.05,-1.52,,,
23543368,100.00,103.05,-1.52,,,
23571812,100.00,103.05,-1.52,,,
23591120,100.00,103.05,-1.52,,,
23617808,100.00,103.05,-1.52,,,
23635284,100.00,103.05,-1.52,,,
23661116,100.00,103.05,-1.52,,,
23680036,100.00,103.05,-1.52,,,
23705868,100.00,103.05,-1.52,,,
23724392,100.00,103.05,-1.52,,,
23749372,100.00,103.05,-1.52,,,
23765876,100.00,103.05,-1.52,,,
23793656,100.00,103.05,-1.52,,,
23811016,100.00,103.05,-1.52,,,
23836780,100.00,103.05,-1.52,,,
23858672,100.00,103.05,0.00,,,
23884840,100.00,103.05,0.00,,,
23900188,100.00,103.05,0.00,,,
23931536,100.00,103.05,0.00,,,
23949108,100.00,103.05,0.00,,,
23976316,100.00,103.05,0.00,,,
23996556,100.00,103.05,0.00,,,
24022868,100.00,103.05,0.00,,,
24044292,100.00,103.05,0.00,,,
24069132,100.00,103.05,0.00,,,
24086848,100.00,103.05,0.00,,,
24123236,100.00,103.05,0.00,,,
24149700,100.00,103.05,0.00,,,
24193064,100.00,103.05,0.00,,,
24226636,100.00,103.05,0.00,,,
24281852,100.00,103.05,0.00,,,
24318836,100.00,103.05,0.00,,,
24373908,100.00,103.05,0.00,,,
24396516,100.00,103.05,0.00,,,
24435880,100.00,103.05,0.00,,,
24462492,100.00,103.05,0.00,,,
24498140,100.00,103.05,0.00,,,
24526676,100.00,103.05,0.00,,,
24561440,100.00,103.05,0.00,,,
24590724,100.00,103.05,0.00,,,
24627708,100.00,103.05,0.00,,,
24651500,100.00,103.05,0.00,,,
24684784,100.00,103.05,0.00,,,
24708876,100.00,103.05,0.00,,,
24740232,100.00,103.05,0.00,,,
24764320,100.00,103.05,0.00,,,
24799972,100.00,103.05,0.00,,,
24819176,100.00,103.05,0.00,,,
24911444,100.00,103.05,0.00,,,
24940276,100.00,103.05,0.00,,,
24975188,100.00,103.05,0.00,,,
24995280,100.00,103.05,0.00,,,
25025448,100.00,103.05,0.00,,,
25049248,100.00,103.05,0.00,,,
25082084,100.00,103.05,0.00,,,
25111808,100.00,103.05,0.00,,,
25145384,100.00,103.05,0.00,,,
25163992,100.00,103.05,0.00,,,
25196236,100.00,103.05,0.00,,,
25217660,100.00,103.05,0.00,,,
25257020,100.00,103.05,0.00,,,
25280368,100.00,103.05,0.00,,,
25318692,100.00,103.05,0.00,,,
25339520,100.00,103.05,0.00,,,
25378880,100.00,103.05,0.00,,,
25405340,100.00,103.05,0.00,,,
25443960,100.00,103.05,0.00,,,
25467608,100.00,103.05,0.00,,,
25512008,100.00,103.05,0.00,,,
25539504,100.00,103.05,0.00,,,
25589836,100.00,103.05,0.00,,,
25615708,100.00,103.05,0.00,,,
25655508,100.00,103.05,0.00,,,
25675004,100.00,103.05,0.00,,,
25713024,100.00,103.05,0.00,,,
25737112,100.00,103.05,0.00,,,
25779732,100.00,103.05,0.00,,,
25804124,100.00,103.05,0.00,,,
25848516,100.00,103.05,0.00,,,
25872164,100.00,103.05,0.00,,,
25918932,100.00,103.05,0.00,,,
25943912,100.00,103.05,0.00,,,
25979420,100.00,103.05,0.00,,,
25998320,100.00,103.05,0.00,,,
26031752,100.00,103.05,0.00,,,
26058072,100.00,103.05,0.00,,,
26092980,100.00,103.05,0.00,,,
26118260,100.00,103.05,0.00,,,
26158800,100.00,103.05,0.00,,,
26185860,100.00,103.05,0.00,,,
26222700,100.00,103.05,0.00,,,
26246492,100.00,103.05,0.00,,,
26275764,100.00,103.05,0.00,,,
26294076,100.00,103.05,0.00,,,
26330324,100.00,103.05,0.00,,,
26351004,100.00,103.05,0.00,,,
26383396,100.00,103.05,0.00,,,
26402892,100.00,103.05,0.00,,,
26438244,100.00,103.05,0.00,,,
26456996,100.00,103.05,0.00,,,
26485240,100.00,103.05,0.00,,,
26512292,100.00,103.05,0.00,,,
26548248,100.00,103.05,0.00,,,
26576632,100.00,103.05,0.00,,,
26616432,100.00,103.05,0.00,,,
26641564,100.00,103.05,0.00,,,
26671728,100.00,103.05,0.00,,,
26690484,100.00,103.05,0.00,,,
26746888,100.00,103.05,0.00,,,
26775720,100.00,103.05,0.00,,,
26807372,100.00,103.05,0.00,,,
26828944,100.00,103.05,0.00,,,
26860740,100.00,103.05,0.00,,,
26876236,100.00,103.05,0.00,,,
26915888,100.00,103.05,0.00,,,
26941160,100.00,103.05,0.00,,,
26988968,100.00,103.05,0.00,,,
27017204,100.00,103.05,0.00,,,
27061156,100.00,103.05,0.00,,,
27091916,100.00,103.05,0.00,,,
27136760,100.00,103.05,0.00,,,
27169740,100.00,103.05,0.00,,,
27213252,100.00,103.05,0.00,,,
27245792,100.00,103.05,0.00,,,
27291368,100.00,103.05,0.00,,,
27326280,100.00,103.05,0.00,,,
27377940,100.00,103.05,0.00,,,
27414184,100.00,103.05,0.00,,,
27460356,100.00,103.05,0.00,,,
27494680,100.00,103.05,0.00,,,
27543964,100.00,103.05,0.00,,,
27575912,100.00,103.05,0.00,,,
27621792,100.00,103.05,0.00,,,
27659816,100.00,103.05,0.00,,,
27712360,100.00,103.05,0.00,,,
27746084,100.00,103.05,0.00,,,
27802932,100.00,103.05,0.00,,,
27841252,100.00,103.05,0.00,,,
27903140,100.00,103.05,0.00,,,
27943828,100.00,103.05,0.00,,,
28000228,100.00,103.05,0.00,,,
28030696,100.00,103.05,0.00,,,
28089912,100.00,103.05,0.00,,,
28133272,100.00,103.05,0.00,,,
28191304,100.00,103.05,0.00,,,
28242968,100.00,103.05,0.00,,,
28317744,100.00,103.05,0.00,,,
28366288,100.00,103.05,0.00,,,
28427288,100.00,103.05,0.00,,,
28477612,100.00,103.05,0.00,,,
28548240,100.00,103.05,0.00,,,
28635616,100.00,103.05,0.00,,,
28733364,100.00,103.05,0.00,,,
28797328,100.00,103.05,0.00,,,
28924720,100.00,103.05,0.00,,,
28981276,100.00,103.05,0.00,,,
29094584,100.00,103.05,0.00,,,
29145056,100.00,103.05,0.00,,,
29237920,100.00,103.05,0.00,,,
29287652,100.00,103.05,0.00,,,
29334716,100.00,103.05,0.00,,,
29369180,100.00,103.05,0.00,,,
29410324,100.00,103.05,0.00,,,
29438412,100.00,103.05,0.00,,,
29475696,100.00,103.05,0.00,,,
29501868,100.00,103.05,0.00,,,
29537520,100.00,103.05,0.00,,,
29560128,100.00,103.05,0.00,,,
29590292,100.00,103.05,0.00,,,
29613204,100.00,103.05,0.00,,,
29650044,100.00,103.05,0.00,,,
29678428,100.00,103.05,0.00,,,
29705488,100.00,103.05,0.00,,,
29731504,100.00,103.05,0.00,,,
29808064,100.00,103.05,0.00,,,
29832896,100.00,103.05,0.00,,,
29871220,100.00,103.05,0.00,,,
29897088,100.00,103.05,0.00,,,
29940448,100.00,103.05,0.00,,,
29966020,100.00,103.05,0.00,,,
30009384,100.00,103.05,0.00,,,
30036144,100.00,103.05,0.00,,,
30075060,100.00,103.05,0.00,,,
30099744,100.00,103.05,0.00,,,
30136436,100.00,103.05,0.00,,,
30160820,100.00,103.05,0.00,,,
30188768,100.00,103.05,0.00,,,
30211380,100.00,103.05,0.00,,,
30241992,100.00,103.05,0.00,,,
30269788,100.00,103.05,0.00,,,
30301292,100.00,103.05,0.00,,,
30327608,100.00,103.05,0.00,,,
30363260,100.00,103.05,0.00,,,
30390020,100.00,103.05,0.00,,,
30430716,100.00,103.05,0.00,,,
30456292,100.00,103.05,0.00,,,
30490164,100.00,103.05,0.00,,,
30536044,100.00,103.05,0.00,,,
30570212,100.00,103.05,0.00,,,
30596384,100.00,103.05,0.00,,,
30627440,100.00,103.05,0.00,,,
30649160,100.00,103.05,0.00,,,
30683780,100.00,103.05,0.00,,,
30705204,100.00,103.05,0.00,,,
30745304,100.00,103.05,0.00,,,
30766580,100.00,103.05,0.00,,,
30806532,100.00,103.05,0.00,,,
30832996,100.00,103.05,0.00,,,
30865088,100.00,103.05,0.00,,,
30884440,100.00,103.05,0.00,,,
30913720,100.00,103.05,0.00,,,
30938256,100.00,103.05,0.00,,,
30963832,100.00,103.05,0.00,,,
30982884,100.00,103.05,0.00,,,
31011568,100.00,103.05,0.00,,,
31029292,100.00,103.05,0.00,,,
31058864,100.00,103.05,0.00,,,
31082516,100.00,103.05,0.00,,,
31111204,100.00,103.05,0.00,,,
31137964,100.00,103.05,0.00,,,
31164428,100.00,103.05,0.00,,,
31184368,100.00,103.05,0.00,,,
31216168,100.00,103.05,0.00,,,
31232996,100.00,103.05,0.00,,,
31262128,100.00,103.05,0.00,,,
31285036,100.00,103.05,0.00,,,
31312984,100.00,103.05,0.00,,,
31334704,100.00,103.05,0.00,,,
31360868,100.00,103.05,0.00,,,
31382144,100.00,103.05,0.00,,,
31413652,100.00,103.05,0.00,,,
31433892,100.00,103.05,0.00,,,
31464208,100.00,103.05,0.00,,,
31485040,100.00,103.05,0.00,,,
31511656,100.00,103.05,0.00,,,
31533524,100.00,103.05,0.00,,,
31560428,100.00,103.05,0.00,,,
31582596,100.00,103.05,0.00,,,
31613064,100.00,103.05,0.00,,,
31631672,100.00,103.05,0.00,,,
31657540,100.00,103.05,0.00,,,
31678672,100.00,103.05,0.00,,,
31703800,100.00,103.05,0.00,,,
31720928,100.00,103.05,0.00,,,
31752728,100.00,103.05,0.00,,,
31772668,100.00,103.05,0.00,,,
31802400,100.00,103.05,0.00,,,
31823228,100.00,103.05,0.00,,,
31853248,100.00,103.05,0.00,,,
31876896,100.00,103.05,0.00,,,
31904544,100.00,103.05,0.00,,,
31927456,100.00,103.05,0.00,,,
31955844,100.00,103.05,0.00,,,
31972532,100.00,103.05,0.00,,,
32002256,100.00,103.05,0.00,,,
32022044,100.00,103.05,0.00,,,
32050136,100.00,103.05,0.00,,,
32075416,100.00,103.05,0.00,,,
32100988,100.00,103.05,0.00,,,
32122264,100.00,103.05,0.00,,,
32153620,100.00,103.05,0.00,,,
32171780,100.00,103.05,0.00,,,
32201208,100.00,103.05,0.00,,,
32223964,100.00,103.05,0.00,,,
32251760,100.00,103.05,0.00,,,
32271412,100.00,103.05,0.00,,,
32300392,100.00,103.05,0.00,,,
32317816,100.00,103.05,0.00,,,
32350356,100.00,103.05,0.00,,,
32370004,100.00,103.05,0.00,,,
32401204,100.00,103.05,0.00,,,
32420848,100.00,103.05,0.00,,,
32443908,100.00,103.05,0.00,,,
32457180,100.00,103.05,0.00,,,
32481568,100.00,103.05,0.00,,,
32498248,100.00,103.05,0.00,,,
32521004,100.00,103.05,0.00,,,
32537692,100.00,103.05,0.00,,,
32557628,100.00,103.05,0.00,,,
32572236,100.00,103.05,0.00,,,
32593960,100.00,103.05,0.00,,,
32611384,100.00,103.05,0.00,,,
32631028,100.00,103.05,0.00,,,
32646528,100.00,103.05,0.00,,,
32669136,100.00,103.05,0.00,,,
32683000,100.00,103.05,0.00,,,
32704576,100.00,103.05,0.00,,,
32719624,100.00,103.05,0.00,,,
32744164,100.00,103.05,0.00,,,
32762036,100.00,103.05,0.00,,,
32781532,100.00,103.05,0.00,,,
32798504,100.00,103.05,0.00,,,
32821416,100.00,103.05,0.00,,,
32837056,100.00,103.05,0.00,,,
32855808,100.00,103.05,0.00,,,
32873972,100.00,103.05,0.00,,,
32893468,100.00,103.05,0.00,,,
32908816,100.00,103.05,0.00,,,
32931568,100.00,103.05,0.00,,,
32949292,100.00,103.05,0.00,,,
32970708,100.00,103.05,0.00,,,
32985020,100.00,103.05,0.00,,,
33010152,100.00,103.05,0.00,,,
33026976,100.00,103.05,0.00,,,
33050180,100.00,103.05,0.00,,,
33070420,100.00,103.05,0.00,,,
33095104,100.00,103.05,0.00,,,
33111488,100.00,103.05,0.00,,,
33137360,100.00,103.05,0.00,,,
33154192,100.00,103.05,0.00,,,
33177536,100.00,103.05,0.00,,,
33193776,100.00,103.05,0.00,,,
33219796,100.00,103.05,0.00,,,
33234844,100.00,103.05,0.00,,,
33257304,100.00,103.05,0.00,,,
33274580,100.00,103.05,0.00,,,
33297492,100.00,103.05,0.00,,,
33313876,100.00,103.05,0.00,,,
33339744,100.00,103.05,0.00,,,
33354056,100.00,103.05,0.00,,,
33378736,100.00,103.05,0.00,,,
33395420,100.00,103.05,0.00,,,
33421736,100.00,103.05,0.00,,,
33435752,100.00,103.05,0.00,,,
33458656,100.00,103.05,0.00,,,
33474444,100.00,103.05,0.00,,,
33497944,100.00,103.05,0.00,,,
33513736,100.00,103.05,0.00,,,
33539460,100.00,103.05,0.00,,,
33554360,100.00,103.05,0.00,,,
33578012,100.00,103.05,0.00,,,
33591872,100.00,103.05,0.00,,,
33618340,100.00,103.05,0.00,,,
33632500,100.00,103.05,0.00,,,
33657184,100.00,103.05,0.00,,,
33677120,100.00,103.05,0.00,,,
33702252,100.00,103.05,0.00,,,
33718640,100.00,103.05,0.00,,,
33747324,100.00,103.05,0.00,,,
33764004,100.00,103.05,0.00,,,
33789872,100.00,103.05,0.00,,,
33807744,100.00,103.05,0.00,,,
33833612,100.00,103.05,0.00,,,
33850736,100.00,103.05,0.00,,,
33877792,100.00,103.05,0.00,,,
33895360,100.00,103.05,0.00,,,
33930276,100.00,103.05,0.00,,,
33951400,100.00,103.05,0.00,,,
33979792,100.00,103.05,0.00,,,
34001804,100.00,103.05,0.00,,,
34033604,100.00,103.05,0.00,,,
34054440,100.00,103.05,0.00,,,
34097940,100.00,103.05,0.00,,,
34120852,100.00,103.05,0.00,,,
34156652,100.00,103.05,0.00,,,
34177040,100.00,103.05,0.00,,,
34211648,100.00,103.05,0.00,,,
34234256,100.00,103.05,0.00,,,
34265760,100.00,103.05,0.00,,,
34284668,100.00,103.05,0.00,,,
34310832,100.00,103.05,0.00,,,
34332704,100.00,103.05,0.00,,,
34366872,100.00,103.05,0.00,,,
34385040,100.00,103.05,0.00,,,
34419356,100.00,103.05,0.00,,,
34437668,100.00,103.05,0.00,,,
34466056,100.00,103.05,0.00,,,
34485552,100.00,103.05,0.00,,,
34513948,100.00,103.05,0.00,,,
34530476,100.00,103.05,0.00,,,
34562128,100.00,103.05,0.00,,,
34581176,100.00,103.05,0.00,,,
34615796,100.00,103.05,0.00,,,
34633216,100.00,103.05,0.00,,,
34664572,100.00,103.05,0.00,,,
34685696,100.00,103.05,0.00,,,
34713492,100.00,103.05,0.00,,,
34731072,100.00,103.05,0.00,,,
34767168,100.00,103.05,0.00,,,
34786072,100.00,103.05,0.00,,,
34825872,100.00,103.05,0.00,,,
34843588,100.00,103.05,0.00,,,
34877316,100.00,103.05,0.00,,,
34901560,100.00,103.05,0.00,,,
34930540,100.00,103.05,0.00,,,
34957300,100.00,103.05,0.00,,,
34985992,100.00,103.05,0.00,,,
35004600,100.00,103.05,0.00,,,
35034764,100.00,103.05,0.00,,,
35054712,100.00,103.05,0.00,,,
35095548,100.00,103.05,0.00,,,
35123644,100.00,103.05,0.00,,,
35162560,100.00,103.05,0.00,,,
35184428,100.00,103.05,0.00,,,
35226900,100.00,103.05,0.00,,,
35245508,100.00,103.05,0.00,,,
35281896,100.00,103.05,0.00,,,
35308956,100.00,103.05,0.00,,,
35350688,100.00,103.05,0.00,,,
35376108,100.00,103.05,0.00,,,
35418728,100.00,103.05,0.00,,,
35441192,100.00,103.05,0.00,,,
35474176,100.00,103.05,0.00,,,
35499600,100.00,103.05,0.00,,,
35530364,100.00,103.05,0.00,,,
35552824,100.00,103.05,0.00,,,
35585220,100.00,103.05,0.00,,,
35607236,100.00,103.05,0.00,,,
35634884,100.00,103.05,0.00,,,
35652604,100.00,103.05,0.00,,,
35684556,100.00,103.05,0.00,,,
35700940,100.00,103.05,0.00,,,
35740592,100.00,103.05,0.00,,,
35764688,100.00,103.05,0.00,,,
35799452,100.00,103.05,0.00,,,
35823540,100.00,103.05,0.00,,,
35850748,100.00,103.05,0.00,,,
35869208,100.00,103.05,0.00,,,
35893152,100.00,103.05,0.00,,,
35909688,100.00,103.05,0.00,,,
35931556,100.00,103.05,0.00,,,
35948384,100.00,103.05,0.00,,,
35972332,100.00,103.05,0.00,,,
35986344,100.00,103.05,0.00,,,
36028072,100.00,103.05,0.00,,,
36049204,100.00,103.05,0.00,,,
36081892,100.00,103.05,0.00,,,
36101684,100.00,103.05,0.00,,,
36126960,100.00,103.05,0.00,,,
36145272,100.00,103.05,0.00,,,
36170996,100.00,103.05,0.00,,,
36189156,100.00,103.05,0.00,,,
36226292,100.00,103.05,0.00,,,
36244452,100.00,103.05,0.00,,,
36276404,100.00,103.05,0.00,,,
36297088,100.00,103.05,0.00,,,
36322212,100.00,103.05,0.00,,,
36351936,100.00,103.05,0.00,,,
36385372,100.00,103.05,0.00,,,
36405908,100.00,103.05,0.00,,,
36431928,100.00,103.05,0.00,,,
36450684,100.00,103.05,0.00,,,
36480264,100.00,103.05,0.00,,,
36507168,100.00,103.05,0.00,,,
36541040,100.00,103.05,0.00,,,
36559352,100.00,103.05,0.00,,,
36590116,100.00,103.05,0.00,,,
36614360,100.00,103.05,0.00,,,
36645712,100.00,103.05,0.00,,,
36667284,100.00,103.05,0.00,,,
36697008,100.00,103.05,0.00,,,
36713548,100.00,103.05,0.00,,,
36739124,100.00,103.05,0.00,,,
36757136,100.00,103.05,0.00,,,
36779156,100.00,103.05,0.00,,,
36796280,100.00,103.05,0.00,,,
36822600,100.00,103.05,0.00,,,
36837056,100.00,103.05,0.00,,,
36862044,100.00,103.05,0.00,,,
36880352,100.00,103.05,0.00,,,
36905188,100.00,103.05,0.00,,,
36919940,100.00,103.05,0.00,,,
36946404,100.00,103.05,0.00,,,
36960116,100.00,103.05,0.00,,,
36984212,100.00,103.05,0.00,,,
37001340,100.00,103.05,0.00,,,
37037876,100.00,103.05,0.00,,,
37056484,100.00,103.05,0.00,,,
37088136,100.00,103.05,0.00,,,
37111632,100.00,103.05,0.00,,,
37145068,100.00,103.05,0.00,,,
37162048,100.00,103.05,0.00,,,
37187028,100.00,103.05,0.00,,,
37210232,100.00,103.05,0.00,,,
37244696,100.00,103.05,0.00,,,
37261972,100.00,103.05,0.00,,,
37294064,100.00,103.05,0.00,,,
37312232,100.00,103.05,0.00,,,
37344028,100.00,103.05,0.00,,,
37370788,100.00,103.05,0.00,,,
37397848,100.00,103.05,0.00,,,
37421348,100.00,103.05,0.00,,,
37448852,100.00,103.05,0.00,,,
37468200,100.00,103.05,0.00,,,
37504296,100.00,103.05,0.00,,,
37522608,100.00,103.05,0.00,,,
37554260,100.00,103.05,0.00,,,
37575240,100.00,103.05,0.00,,,
37606448,100.00,103.05,0.00,,,
37626536,100.00,103.05,0.00,,,
37653892,100.00,103.05,0.00,,,
37672648,100.00,103.05,0.00,,,
37701628,100.00,103.05,0.00,,,
37719056,100.00,103.05,0.00,,,
37753816,100.00,103.05,0.00,,,
37775984,100.00,103.05,0.00,,,
37799336,100.00,103.05,0.00,,,
37816468,100.00,103.05,0.00,,,
37838776,100.00,103.05,0.00,,,
37851460,100.00,103.05,0.00,,,
37876888,100.00,103.05,0.00,,,
37895048,100.00,103.05,0.00,,,
37918848,100.00,103.05,0.00,,,
37933600,100.00,103.05,0.00,,,
37958732,100.00,103.05,0.00,,,
37974376,100.00,103.05,0.00,,,
38000248,100.00,103.05,0.00,,,
38019156,100.00,103.05,0.00,,,
38042804,100.00,103.05,0.00,,,
38056816,100.00,103.05,0.00,,,
38084764,100.00,103.05,0.00,,,
38101888,100.00,103.05,0.00,,,
38126424,100.00,103.05,0.00,,,
38146076,100.00,103.05,0.00,,,
38170760,100.00,103.05,0.00,,,
38188480,100.00,103.05,0.00,,,
38214200,100.00,103.05,0.00,,,
38229256,100.00,103.05,0.00,,,
38253052,100.00,103.05,0.00,,,
38269584,100.00,103.05,0.00,,,
38298272,100.00,103.05,0.00,,,
38315992,100.00,103.05,0.00,,,
38349280,100.00,103.05,0.00,,,
38367740,100.00,103.05,0.00,,,
38398944,100.00,103.05,0.00,,,
38421564,100.00,103.05,0.00,,,
38445948,100.00,103.05,0.00,,,
38461296,100.00,103.05,0.00,,,
38488208,100.00,103.05,0.00,,,
38503404,100.00,103.05,0.00,,,
38527056,100.00,103.05,0.00,,,
38546552,100.00,103.05,0.00,,,
38569456,100.00,103.05,0.00,,,
38585100,100.00,103.05,0.00,,,
38609784,100.00,103.05,0.00,,,
38627360,100.00,103.05,0.00,,,
38650708,100.00,103.05,0.00,,,
38665760,100.00,103.05,0.00,,,
38691336,100.00,103.05,0.00,,,
38708016,100.00,103.05,0.00,,,
38732852,100.00,103.05,0.00,,,
38750568,100.00,103.05,0.00,,,
38773032,100.00,103.05,0.00,,,
38788972,100.00,103.05,0.00,,,
38817656,100.00,103.05,0.00,,,
38834932,100.00,103.05,0.00,,,
38859028,100.00,103.05,0.00,,,
38877640,100.00,103.05,0.00,,,
38902768,100.00,103.05,0.00,,,
38939164,100.00,103.05,0.00,,,
38973484,100.00,103.05,0.00,,,
38990460,100.00,103.05,0.00,,,
39016184,100.00,103.05,0.00,,,
39030640,100.00,103.05,0.00,,,
39053996,100.00,103.05,0.00,,,
39069048,100.00,103.05,0.00,,,
39094920,100.00,103.05,0.00,,,
39108488,100.00,103.05,0.00,,,
39133768,100.00,103.05,0.00,,,
39155636,100.00,103.05,0.00,,,
39178400,100.00,103.05,0.00,,,
39193896,100.00,103.05,0.00,,,
39219172,100.00,103.05,0.00,,,
39237044,100.00,103.05,0.00,,,
39260252,100.00,103.05,0.00,,,
39276784,100.00,103.05,0.00,,,
39301176,100.00,103.05,0.00,,,
39318448,100.00,103.05,0.00,,,
39342248,100.00,103.05,0.00,,,
39359372,100.00,103.05,0.00,,,
39384356,100.00,103.05,0.00,,,
39401332,100.00,103.05,0.00,,,
39428244,100.00,103.05,0.00,,,
39444628,100.00,103.05,0.00,,,
39468272,100.00,103.05,0.00,,,
39488212,100.00,103.05,0.00,,,
39511416,100.00,103.05,0.00,,,
39526472,100.00,103.05,0.00,,,
39555892,100.00,103.05,0.00,,,
39591840,100.00,103.05,0.00,,,
39627348,100.00,103.05,0.00,,,
39642696,100.00,103.05,0.00,,,
39667832,100.00,103.05,0.00,,,
39684216,100.00,103.05,0.00,,,
39707864,100.00,103.05,0.00,,,
39724248,100.00,103.05,0.00,,,
39751600,100.00,103.05,0.00,,,
39768284,100.00,103.05,0.00,,,
39792228,100.00,103.05,0.00,,,
39807576,100.00,103.05,0.00,,,
39833896,100.00,103.05,0.00,,,
39850280,100.00,103.05,0.00,,,
39874816,100.00,103.05,0.00,,,
39893720,100.00,103.05,0.00,,,
39917516,100.00,103.05,0.00,,,
39931240,100.00,103.05,0.00,,,
39958596,100.00,103.05,0.00,,,
39972016,100.00,103.05,0.00,,,
39995216,100.00,103.05,0.00,,,
40008792,100.00,103.05,0.00,,,
40034364,100.00,103.05,0.00,,,
40050596,100.00,103.05,0.00,,,
40074096,100.00,103.05,0.00,,,
40093444,100.00,103.05,0.00,,,
40115908,100.00,103.05,0.00,,,
40131404,100.00,103.05,0.00,,,
40159352,100.00,103.05,0.00,,,
40174704,100.00,103.05,0.00,,,
40198792,100.00,103.05,0.00,,,
40220512,100.00,103.05,0.00,,,
40246828,100.00,103.05,0.00,,,
40262472,100.00,103.05,0.00,,,
40288348,100.00,103.05,0.00,,,
40305320,100.00,103.05,0.00,,,
40327932,100.00,103.05,0.00,,,
40343428,100.00,103.05,0.00,,,
40367964,100.00,103.05,0.00,,,
40382128,100.00,103.05,0.00,,,
40406080,100.00,103.05,0.00,,,
40424980,100.00,103.05,0.00,,,
40447736,100.00,103.05,0.00,,,
40462940,100.00,103.05,0.00,,,
40489700,100.00,103.05,0.00,,,
40506532,100.00,103.05,0.00,,,
40531512,100.00,103.05,0.00,,,
40545228,100.00,103.05,0.00,,,
40570512,100.00,103.05,0.00,,,
40586308,100.00,103.05,0.00,,,
40611140,100.00,103.05,0.00,,,
40627820,100.00,103.05,0.00,,,
40652508,100.00,103.05,0.00,,,
40669196,100.00,103.05,0.00,,,
40697432,100.00,103.05,0.00,,,
40712636,100.00,103.05,0.00,,,
40737764,100.00,103.05,0.00,,,
40757564,100.00,103.05,0.00,,,
40782544,100.00,103.05,0.00,,,
40799224,100.00,103.05,0.00,,,
40825544,100.00,103.05,0.00,,,
40839708,100.00,103.05,0.00,,,
40864988,100.00,103.05,0.00,,,
40881816,100.00,103.05,0.00,,,
40910356,100.00,103.05,0.00,,,
40927036,100.00,103.05,0.00,,,
40952320,100.00,103.05,0.00,,,
40968112,100.00,103.05,0.00,,,
40990128,100.00,103.05,0.00,,,
41003548,100.00,103.05,0.00,,,
41030600,100.00,103.05,0.00,,,
41045504,100.00,103.05,0.00,,,
41068708,100.00,103.05,0.00,,,
41085832,100.00,103.05,0.00,,,
41109632,100.00,103.05,0.00,,,
41125420,100.00,103.05,0.00,,,
41148176,100.00,103.05,0.00,,,
41170196,100.00,103.05,0.00,,,
